Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"Laudo de insalubridade:

Segundo o item 15.4.1.3 da NR-15 e item 16.3.1 da NR-16, a eliminação ou neutralização de adicionais trabalhistas exige comprovação por laudo técnico conclusivo, elaborado por Engenheiro de Segurança ou Médico do Trabalho (Art. 195 da CLT). O PGR não substitui os laudos específicos (LIP/LTP). A ausência gera risco de autuação e passivo judicial.",Laudo de insalubridade,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"Laudo de Periculosidade:

Segundo o item 15.4.1.3 da NR-15 e item 16.3.1 da NR-16, a eliminação ou neutralização de adicionais trabalhistas exige comprovação por laudo técnico conclusivo, elaborado por Engenheiro de Segurança ou Médico do Trabalho (Art. 195 da CLT). O PGR não substitui os laudos específicos (LIP/LTP). A ausência gera risco de autuação e passivo judicial.",Laudo de Periculosidade,APROVADO,
VERZANI & SANDRINI S.A.,57559387000995,"SESMT - composição de acordo com NR 04

Após a finalização do processo, anexar o documento final para reanalise.",SESMT - composição de acordo com NR 04,APROVADO,
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,"PGR - GERAL:

 Identificada incompatibilidade com o PCMSO (unidade Floripa Airport)
: o PGR omite o risco de Ruído para Auxiliar de Serviços Gerais, mapeando apenas riscos de queda e ergonômico
, tornando a audiometria indevida. Embora o técnico de segurança (Rodrigo Moia) tenha assinado no padrão ICP-Brasil
, o documento não possui assinatura digital de nenhum representante da empresa, descumprindo a obrigação de implementação e assunção legal da organização sob a NR-1",PGR - GERAL,APROVADO,
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"Laudo de Periculosidade: Anexar o PDF da certificação de rastreio da validação das assinaturas digitais dos responsáveis técnicos, e representante legal pela empresa. Será necessário anexar junto ao documento de cada filial.",Laudo de Periculosidade,APROVADO,
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"CERTIDÃO NEGATIVA RECEITA ESTADUAL:

Documento com dados de CNPJ incompleto. 
Reenviar o arquivo com dados completos de identificação da empresa.",CERTIDÃO NEGATIVA RECEITA ESTADUAL,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"02/26 - É preciso alinhar o cálculo de insalubridade de 40% previsto na CCT. O texto atual define que o adicional deve ser calculado sobre o piso do Grupo I da própria categoria (R$ 1.691,05), o que resulta em R$ 676,42. Se a intenção real das partes era fixar o cálculo sobre o salário-mínimo nacional (R$ 1.512,00), que geraria R$ 604,80, a frase ""piso salarial referido no Grupo I"" deve ser trocada por ""salário-mínimo nacional"" para corrigir o valor final.",CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,02/26 - Fevereiro 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"02/26 - É preciso corrigir o cálculo de insalubridade de 40% para as funções de Dedetizador e Limpador de Fossa. O texto diz erradamente que a conta é feita sobre o salário-mínimo nacional, o que daria R$ 604,80. Porém, o valor final fixado na folha é R$ 648,40. Essa quantia é, na verdade, 40% de R$ 1.621,00. O ajuste serve para trocar a frase ""salário-mínimo nacional"" pela base de cálculo correta, eliminando esse erro de matemática.",CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,02/26 - Fevereiro 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"Seguro de Responsabilidade Civil, Deve ser enviado o documento completo.",Seguro de Responsabilidade Civil,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"CIPA - composição / reuniões / atas/ treinamento - 02/26 - Fevereiro 2026   Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,02/26 - Fevereiro 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"CIPA - composição / reuniões / atas/ treinamento - 02/26 - Fevereiro 2026  Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,02/26 - Fevereiro 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"CIPA - composição / reuniões / atas/ treinamento   Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"CIPA - composição / reuniões / atas/ treinamento  Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"Avaliação ergonômica, Deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"PCMSO - GERAL - 02/26 - Fevereiro 2026:
Erro de CNPJ: O Relatório Analítico cita o CNPJ de SC em vez do da matriz.
Incoerência de Riscos (NR-7): Omite Ruído no GHE 04
 e 05 mas exige Audiometria; declara ""Risco Zero"" no GHE 02 que faz abastecimento químico.
Assinaturas (NR-1): O médico e a Radar possuem apenas assinaturas manuais escaneadas ou em branco, sem assinatura eletrônica qualificada no padrão ICP-Brasil.",PCMSO - GERAL,APROVADO,02/26 - Fevereiro 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"DCTFWEB, TRCT, comprovante de pagamento das verbas rescisórias, aviso-prévio (trabalhado ou indenizado), ASO demissional (NR-07), GFD – FGTS Digital Rescisória (guia, detalhamento e comprovante), extrato do FGTS, chave de liberação do FGTS, Comunicação de Dispensa/Seguro-Desemprego (quando aplicável) e homologação sindical, quando exigida por convenção coletiva. Devidamente assinados",DCTFWEB,APROVADO,
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"DCTFWEB - 04/26 - Abril 2026, Deve ser  enviado o documento completo.",DCTFWEB,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"GFD - 04/26  Como a base de cálculo da folha diminuirá, o valor do salário bruto total da empresa também será reduzido. Como o FGTS é calculado com base no que é declarado na folha, a empresa precisará retificar a declaração no sistema do governo para gerar uma nova GFD com o valor do imposto corrigido, evitando pagar FGTS a mais sobre um valor que foi calculado de forma errada.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"04/26- Os comprovantes bancários do lote ZurichFLN estão incorretos perante a CCT pois pagaram valores líquidos calculados sobre o salário base defasado de R$ 1.977,73. O piso correto exigido em Florianópolis para Operador de Equipamento é R$ 2.952,84. O RH deve atualizar com urgência os parâmetros salariais da filial de SC no sistema de folha (Fopag), gerar uma folha complementar para pagar a diferença aos funcionários e retificar a GFD.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"04/26- Os comprovantes bancários do arquivo ZurichMea estão integrados ao sistema interno, mas pagaram valores líquidos incorretos em relação às regras das convenções coletivas (CCTs). Os depósitos de R$ 2.198,52 foram calculados sobre bases e pisos salariais em desacordo com as tabelas vigentes de 2026. O RH precisa realizar o ajuste retroativo de parâmetros no sistema de folha (Fopag) e gerar uma folha complementar para acertar as diferenças.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"04/26- Os comprovantes bancários estão batendo com o fechamento do sistema de RH, mas estão incorretos perante a CCT porque pagaram valores líquidos baseados no cálculo errado de insalubridade. Como a folha aplicou os 20% sobre o salário base e não sobre o salário-mínimo nacional, os depósitos foram efetuados com valores distorcidos. O RH precisa realizar o ajuste retroativo na Fopag e consequentemente ajustar os lançamentos financeiros.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"04/26- Os comprovantes de transferência estão incorretos porque os valores pagos em conta foram calculados sobre o salário base errado de R$ 2.237,62 em vez do piso de R$ 1.973,54 da CCT-ES. Isso gerou depósitos líquidos maiores do que o devido aos funcionários. O RH precisará corrigir a tabela salarial na folha de pagamento (Fopag), recalcular as diferenças pagas e retificar a guia do FGTS Digital (GFD) para recuperar os impostos pagos a mais.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"FOPAG -05/26 -A folha do Departamento 9 está correta se o funcionário pertencer à região do Rio Grande do Norte (RN), pois o salário base de R$ 1.837,87 e o adicional de 30% batem com as regras de lá, calculados sobre os 12 dias proporcionais trabalhados desde a admissão. Porém, se o funcionário for de Santa Catarina ou do Espírito Santo, os valores estão defasados. O RH deve apenas confirmar se a filial deste trabalhador está registrada no estado correto.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"FOPAG -05/26 - A folha do Departamento 8 está incorreta. O funcionário Operador de Equipamento está registrado com o salário base de R$ 1.977,73, mas o piso oficial da CCT de Santa Catarina para 2026 determina o valor de R$ 2.952,84. Devido a esse erro, o adicional de periculosidade (30%) também foi pago a menos. O setor de RH precisa atualizar urgentemente o sistema com as tabelas de SC para corrigir os salários e os adicionais dos trabalhadores.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"FOPAG - 05/26-  A folha do Departamento 10 está incorreta devido ao salário base. Os funcionários no cargo de Operador de Equipamento estão recebendo R$ 2.237,62 de salário normal. No entanto, o Termo Aditivo da CCT do ES fixa o piso correto dessa função em R$ 1.973,54 para 2026. O setor de RH precisa atualizar a tabela salarial dos cargos no sistema para aplicar o valor exato determinado pela convenção e recalcular os pagamentos da folha.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"FOPAG do Francisco Aldieres da Silva -05/26  O ajuste deve ser feito primeiro no sistema de RH para corrigir a folha do funcionário. É necessário mudar a base de cálculo da insalubridade de ""Salário Base"" para ""Salário-Mínimo Nacional"". Isso reduzirá o valor pago a ele de R$ 394,71 para R$ 302,40 (considerando o mínimo de R$ 1.512,00).",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,05/26 - Maio 2026
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,"05/26 - O recibo de férias de Leandro Costa de Menezes está incorreto porque utilizou o salário base defasado de R$ 2.237,62 em vez do piso oficial da CCT de R$ 1.973,54. Como consequência, o valor total bruto das férias foi pago a mais. Esse erro vai distorcer a Fopag de maio e junho e inflar a GFD (Guia do FGTS Digital), fazendo a empresa recolher imposto indevido. O RH deve ajustar o salário base no sistema e recalcular as férias.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,05/26 - Maio 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"DCTFWEB DCTFWeb 12/2025 - Base de cálculo do INSS/FGTS subfaturada e sonegação involuntária. Omissão do Vale Alimentação (R$ 597,59) e erro no cálculo da Hora Noturna Reduzida. Sem a comprovação do PAT, os vales viram salário indireto tributável. Glosa de R$ 5.767,01 de Salário-Maternidade e multas fiscais.",DCTFWEB,EM_ELABORACAO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"DCTFWEB, documento incompleto.
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,EM_ELABORACAO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"DCTFWEB, documento incompleto.
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,EM_ELABORACAO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 12/25 - Dezembro 2025 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários, benefícios, assim como horas extras e adicionais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 01/26 - Janeiro 2026 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários, benefícios, assim como horas extras e adicionais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 02/26 - Fevereiro 2026 -Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários, benefícios, assim como horas extras e adicionais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 03/26 - Março 2026 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores.                                                    Exigindo folhas complementares dos pagamentos realizados nesse período, de salários e benefícios, assim como horas extras e adicionais.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários e benefícios, assim como horas extras e adicionais.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"GFD - GUIA DO FGTS DIGITAL MENSAL - 01/26 - Janeiro 2026 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários e benefícios, assim como horas extras e adicionais.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"GFD - GUIA DO FGTS DIGITAL MENSAL - 02/26 - Fevereiro 2026 - Documento reprovado devido à não aplicação dos reajustes e pisos salariais estabelecidos na CCT 2025/2026, gerando pagamentos incorretos a menor para os colaboradores. Exigindo folhas complementares dos pagamentos realizado nesse período, de salários e benefícios, assim como horas extras e adicionais.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"Comprovante de Inscrição Sintegra, deve ser enviado o documento solicitado.",Comprovante de Inscrição Sintegra,EM_ELABORACAO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,"SESMT - composição de acordo com NR 04, deve ser enviado o documento solicitado.",SESMT - composição de acordo com NR 04,EM_ELABORACAO,
